,Twitter Handle,Time,Content,Retweeting,Hashtags,Tagged,Links,Name
119,USRepGaryPalmer,2021-06-14T16:17:26.000Z,RT @GOPpolicy: Our flag has stood as a symbol of hope and freedom since 1777. On this #FlagDay we stand proudly for Old Glory. https://t.co…,",GOPpolicy,",",",",",",",
120,USRepGaryPalmer,2021-06-14T15:17:26.000Z,"Congratulations to our #AL06 students who have been appointed to U.S. Service Academies! It was an honor to spend time with them and I'm excited for all that the future holds for them. 
https://t.co/7gDSNn6QHA",",",",AL06,",",",",https://t.co/7gDSNn6QHA,",
121,RepTerriSewell,2021-06-17T18:21:00.000Z,"Millions of Americans, primarily from communities of color, lack health insurance because states like Alabama refuse to expand Medicaid.

Today I introduced the #COVERNow Act to empower local leaders to expand Medicaid coverage when states won’t. Let’s get Alabamians covered! https://t.co/U4rpUbudf8",",",",COVERNow,",",",",https://t.co/U4rpUbudf8,",
122,RepTerriSewell,2021-06-17T17:39:13.000Z,"Thank you @SecondGentleman for visiting Birmingham!

Talking to our neighbors about the vaccines, answering questions, and engaging in honest conversation is how we end this pandemic. Vaccines are safe, effective, free, &amp; available. Go to https://t.co/Vjor2g371o to get yours! https://t.co/lOCSKyUW4U",",",",",",SecondGentleman,",",https://t.co/Vjor2g371o,https://t.co/lOCSKyUW4U,",
123,RepTerriSewell,2021-06-17T14:57:22.000Z,"BIRMINGHAM: @SecondGentleman Doug Emhoff will be here today to help #GetOutTheVaccine! Join him at 10:30 AM for a canvass kickoff to help share accurate info about the COVID-19 vaccines and get our community protected from this virus.

Sign up here: https://t.co/J82Ny2nrHh https://t.co/AcTMvFmINM",",",",GetOutTheVaccine,",",SecondGentleman,",",https://t.co/J82Ny2nrHh,https://t.co/AcTMvFmINM,",
124,RepTerriSewell,2021-06-17T14:34:10.000Z,"BREAKING: The ACA is here to stay! 🙌🏾🙌🏾

This is a MAJOR victory in our fight to expand access to health care! We must continue to improve the Affordable Care Act until every American has the quality, affordable care they deserve. https://t.co/5aTuEMRAVh",",",",",",",",https://t.co/5aTuEMRAVh,",
125,RepTerriSewell,2021-06-17T01:31:50.000Z,"I was so proud to cast my vote to make #Juneteenth a federal holiday! This is a great step, but we must fully grapple with our country’s painful past including the continued assault on Black Americans’ right to vote. Now is a time to recommit ourselves to that critical work.",",",",Juneteenth,",",",",",
126,RepTerriSewell,2021-06-16T19:39:04.000Z,"I join @RepRichardNeal in celebrating this victory! The Trump Administration’s cruel and misguided rule would have kicked over 14,000 Alabama households off food assistance. Thank you @POTUS for this reversal! https://t.co/PubFGSF5w0",",",",",",RepRichardNeal,POTUS,",",https://t.co/PubFGSF5w0,",
127,RepTerriSewell,2021-06-16T19:21:19.000Z,"Make #Juneteenth  a federal holiday. 

Pass it on. https://t.co/vYeq7hJlgG",",",",Juneteenth,",",",",https://t.co/vYeq7hJlgG,",
128,RepTerriSewell,2021-06-15T22:30:00.000Z,"Thank you @RepRaulGrijalva and @NRDems for voting in favor of my bill, H.R. 3222, the Black Belt National Heritage Area Act today.
 
The Black Belt region is where some of the most consequential chapters of American history played out. We must preserve it &amp; ensure its prosperity.",",",",",",RepRaulGrijalva,NRDems,",",",
129,RepTerriSewell,2021-06-15T20:30:00.000Z,"My Maternal Vaccination Act would ⬆️ maternal vaccination rates and ⬇️ disparities, addressing our urgent maternal health crisis. 

I was so pleased to have it considered by the @EnergyCommerce Committee today as part of @RepUnderwood's #Momnibus bill. Now let's get it passed. https://t.co/smjWn7pGNz",",",",Momnibus,",",EnergyCommerce,RepUnderwoods,",",https://t.co/smjWn7pGNz,",
130,RepTerriSewell,2021-06-15T19:04:42.000Z,"Please join me in honoring the memory and uplifting the legacy of my mother, Nancy Gardner Sewell. 💕 Updated information regarding this weekend's Celebration of Life Services can be found below. https://t.co/1eSgm4KRlT",",",",",",",",https://t.co/1eSgm4KRlT,",
131,RepTerriSewell,2021-06-15T17:49:39.000Z,"Young immigrants and their allies have fought off relentless attacks to the #DACA program for almost a decade.

On its 9th anniversary, we owe it to the millions of young immigrants across the country to pass a PERMANENT fix and finally provide the protections they deserve. https://t.co/zOSqoTcjVE",",",",DACA,",",",",https://t.co/zOSqoTcjVE,",
132,RepTerriSewell,2021-06-14T22:50:08.000Z,"Thank you to all who have reached out to offer your condolences.💕 Details are below for the Celebration of Life Services for my beloved mother, Nancy Gardner Sewell. https://t.co/1weoQM77Wm",",",",",",",",https://t.co/1weoQM77Wm,",
133,RepTerriSewell,2021-06-14T16:55:47.000Z,"On this day in 1777, our flag was adopted. Today, we celebrate our continued efforts to bring our Nation closer and closer to its core promise of equality and justice for every American 🇺🇸 #FlagDay https://t.co/pu0pFxvft1",",",",FlagDay,",",",",https://t.co/pu0pFxvft1,",
134,RepTerriSewell,2021-06-14T15:10:47.000Z,"The #AmericanRescuePlan is getting more relief to small businesses and workers! 

Thanks to the ARP, the IRS will continue to provide tax credits to help local small businesses cover the costs of paid sick and family leave for workers through September! https://t.co/MlmjZsoIfQ",",",",AmericanRescuePlan,",",",",https://t.co/MlmjZsoIfQ,",
135,RepTerriSewell,2021-06-14T13:45:33.000Z,RT @BMHCaucus: Happening tomorrow: @EnergyCommerce #SubHealth will host a legislative hearing that includes @RepTerriSewell's Maternal Vacc…,",BMHCaucus,",",",",",",",
136,RepDonYoung,2021-06-18T15:10:46.000Z,"RT @repdonyoung: .@POTUS, in 2005, I was proud to have your vote for my infrastructure bill, SAFETEA-LU. We can do it again. 

Let's get Re…",",repdonyoung,",",",",",",",
137,RepDonYoung,2021-06-18T15:10:41.000Z,"RT @repdonyoung: 🚨BREAKING🚨

Amid weeks of unsuccessful #infrastructure negotiations, today I'm proud to release my own blueprint. 

The Yo…",",repdonyoung,",",",",",",",
138,RepDonYoung,2021-06-18T01:32:40.000Z,"RT @repdonyoung: ✅NEW✅

I'm proud to be awarded the Jefferson-Hamilton Award for Bipartisanship from the @USChamber! 

Bipartisanship is a…",",repdonyoung,",",",",",",",
139,RepDonYoung,2021-06-17T19:50:44.000Z,"✅NEW✅

I'm proud to be awarded the Jefferson-Hamilton Award for Bipartisanship from the @USChamber! 

Bipartisanship is a key, and I value my relationships across the aisle. Having served in both the majority and minority, I know how to get things done. https://t.co/xkn1HjMfsK https://t.co/E6LZcyd1dw",",",",",",USChamber,",",https://t.co/xkn1HjMfsK,https://t.co/E6LZcyd1dw,",
140,RepDonYoung,2021-06-17T19:29:40.000Z,".@POTUS, in 2005, I was proud to have your vote for my infrastructure bill, SAFETEA-LU. We can do it again. 

Let's get Republicans and Democrats together for the next century of sound American #infrastructure.

Read my plan in @thehill

https://t.co/9x9LjKBKMx  ⬇️ https://t.co/o14rTrbnpn",",",",infrastructure,",",POTUS,thehill,",",https://t.co/9x9LjKBKMx,https://t.co/o14rTrbnpn,",
141,RepDonYoung,2021-06-17T19:25:55.000Z,"RT @repdonyoung: [THREAD] I proudly voted to support making #Juneteenth a federal holiday. This day is central to U.S. history, the day the…",",repdonyoung,",",",",",",",
142,RepDonYoung,2021-06-17T17:42:43.000Z,RT @repdonyoung: I introduced the GRAM Act to protect the gun rights of state-legal #marijuana users. Our archaic federal cannabis policies…,",repdonyoung,",",",",",",",
143,RepDonYoung,2021-06-17T16:36:26.000Z,"🚨NEW🚨

I penned an op-ed in @thehill detailing my #infrastructure framework. 

We need REAL, HONEST payfors. 

Let's modernize user fees and make the investments our country needs! 
 
Read my full piece here ⬇️

https://t.co/9x9LjKBKMx",",",",infrastructure,",",thehill,",",https://t.co/9x9LjKBKMx,",
144,RepDonYoung,2021-06-17T00:11:46.000Z,Our Constitution has enshrined equal protection under the law; making Juneteenth a federal holiday will give us all the opportunity to reflect on what that means and how to protect this principle for generations to come.,",",",",",",",",
145,RepDonYoung,2021-06-17T00:11:46.000Z,"Slavery was a colossal evil, and inflicted great pain on Black Americans.",",",",",",",",",
146,RepDonYoung,2021-06-17T00:11:46.000Z,"I love this great country of ours, &amp; we have always shown an incredible capacity to learn from our mistakes and do what is right. As Pres George W. Bush said, ""the price of our Union was America's original sin,"" and the fact is that our country didn't afford liberty to everyone.",",",",",",",",",
147,RepDonYoung,2021-06-17T00:11:46.000Z,"After Confederate Gen. Lee surrendered, Union Gen. Gordon Granger's arrival in Galveston helped spread the message that war was over and enslaved people were free. Celebrations broke out among newly freed Black Americans in the south, &amp; the day known as Juneteenth was born.",",",",",",",",",
148,RepDonYoung,2021-06-17T00:11:45.000Z,"The Emancipation Proclamation didn't free all who were enslaved. It only applied to areas under Confederate control, not former Confederate territory that was taken by the Union or slave-holding border states.",",",",",",",",",
149,RepDonYoung,2021-06-17T00:11:45.000Z,"The Emancipation Proclamation, issued two years earlier on January 1, 1863, established that all enslaved people ""shall be then, thenceforward, and forever free."" 

However, slavery remained relatively unhindered in Texas.",",",",",",",",",
150,RepDonYoung,2021-06-17T00:11:45.000Z,"Juneteenth, recognized every year on 6/19, marks the day in 1865 when Union soldiers arrived in Galveston, TX, to take control of the state and ensure that enslaved people would be free.",",",",",",",",",
151,RepDonYoung,2021-06-17T00:11:45.000Z,"[THREAD] I proudly voted to support making #Juneteenth a federal holiday. This day is central to U.S. history, the day the final enslaved Black Americans learned they had been freed. It's a celebration of liberty, freedom, &amp; resilience in the face of the terrible evil of slavery. https://t.co/JRxdSCzu84",",",",Juneteenth,",",",",https://t.co/JRxdSCzu84,",
152,RepDonYoung,2021-06-16T16:41:55.000Z,"Tokyo bound! Seward’s own Lydia Jacoby swam the world’s 2nd fastest 100m this season @ yesterday’s Olympic Trials in Omaha. She’s well on her way to becoming AK’s newest Olympian. Best of luck this summer Lydia!

🇺🇸#TeamUSA 🇺🇸

https://t.co/rQ7prRMhG9  via @adndotcom #Olympics",",",",TeamUSA,Olympics,",",,adndotcom,",",https://t.co/rQ7prRMhG9,",
153,RepDonYoung,2021-06-15T21:56:10.000Z,"I want to congratulate my friend, Valerie Nurr'araaluk Davidson, for being named President of @ANTHCtoday! Because we're now both fully vaccinated, I was happy to catch up with her and her work earlier this month in Alaska. I'm looking forward to our continued work together! https://t.co/ItSqyjt1Ng",",",",",",ANTHCtoday,",",https://t.co/ItSqyjt1Ng,",
154,RepDonYoung,2021-06-15T17:24:56.000Z,I'm cosponsoring the Firearm Due Process Protection Act to implement an enforcement mechanism for all law-abiding Americans to ensure their Second Amendment rights are restored when wrongfully denied by our federal government. @RepTomEmmer,",",",",",RepTomEmmer,",",",
155,RepDonYoung,2021-06-15T17:24:56.000Z,"NICS errors disproportionately affect minorities by rejecting background checks because of cultural spellings. W/ 200+ Indigenous languages in spoken AK, it's critical that AK Natives &amp; others are not denied their #2A rights simply because NICS cannot process traditional names. https://t.co/cXAlBTCcvo",",",",2A,",",",",https://t.co/cXAlBTCcvo,",
156,RepDonYoung,2021-06-15T16:20:49.000Z,"Happy Birthday to my good friend, @RepRickLarsen! It's been great working with you on child nutrition, transportation policy, and on the Arctic Working Group.

Many people would agree that Don Young/Rick Larsen bipartisan collaboration is indeed #infrastructure! https://t.co/giuNlrPEeK",",",",infrastructure,",",RepRickLarsen,",",https://t.co/giuNlrPEeK,",
157,RepDonYoung,2021-06-15T16:20:02.000Z,"I'm sending an Alaska-sized congratulations to Seward's Lydia Jacoby for breaking the National 100-meter age group record! 

All of Alaska wishes you well today at the U.S. Olympic Trials in Omaha.

🇺🇸#TeamUSA 🇺🇸

https://t.co/AmdkUfTOMd #Olympics via @adndotcom",",",",TeamUSA,Olympics,",",adndotcom,",",https://t.co/AmdkUfTOMd,",
158,RepDonYoung,2021-06-14T22:46:17.000Z,"Thanks to Deb Bergmann &amp; son Scott for hosting me at the Alaskan Fudge Company. This #smallbiz has been producing delicious fudge in our state since 1980! If you’re visiting AK this summer, I hope you’ll patronize our many locally owned establishments. We’ll see you very soon!",",",",smallbiz,",",",",",
159,RepDonYoung,2021-06-14T22:46:16.000Z,"Before I flew back to DC, I made some #smallbiz stops in Juneau. These stores faced the loss of yet another summer cruise season until the AK Tourism Restoration Act unanimously passed and was signed into law. Soon, they’ll be able to once again welcome visitors to Juneau! https://t.co/9znlrFHchc",",",",smallbiz,",",",",https://t.co/9znlrFHchc,",
160,RepDonYoung,2021-06-14T21:27:11.000Z,Happy Birthday to my fellow @TransportGOP Member @RepBobGibbs! I'm looking forward to working with you for many years to come. 🎉🥳,",",",",",TransportGOP,RepBobGibbs,",",",
161,RepDonYoung,2021-06-14T19:55:56.000Z,"Happy Birthday to my good friend, @LeaderHoyer! 

Steny, as @CSPAN captured in 1987, we were standing on opposite sides even back then – but I'm grateful that you've always been willing to listen to me. You're 4 spots behind me in seniority, which makes you a spring chicken! 🎂 https://t.co/Qt9CmCzk3u",",",",",",LeaderHoyer,CSPAN,",",https://t.co/Qt9CmCzk3u,",
162,RepDonYoung,2021-06-14T17:46:23.000Z,"Happy 246th Birthday to the U.S. Army! As a young man, it was my honor to serve in the 41st Tank Battalion.

I'm considering reenlisting &amp; hopefully they'll let me take the tank home this time.

God Bless the @USArmy, its active duty servicemembers, and my fellow Army veterans!🇺🇸 https://t.co/v3MsVq960v",",",",",",USArmy,",",https://t.co/v3MsVq960v,",
163,RepDonYoung,2021-06-13T20:38:48.000Z,RT @realtonysm1th: Don Young had a podcast before there were podcasts,",realtonysm1th,",",",",",",",
164,RepDonYoung,2021-06-13T20:36:55.000Z,"Happy Birthday to my long-time committee friend, @EleanorNorton! Here's a throwback to the mid 2000's, when she was my guest on the Alaska Report. Perhaps as a birthday gift to her, one of the streaming networks will finally pick it up. Enjoy your special day! 🎂🎂🎂🎂 https://t.co/uHHWC8FxuO",",",",",",EleanorNorton,",",https://t.co/uHHWC8FxuO,",
165,RepDonYoung,2021-06-13T18:36:50.000Z,"RT @scooterkendall: Bipartisanship gets actual results.
#akleg https://t.co/7lGXMQv392",",scooterkendall,",",",",",",",
166,RepDonYoung,2021-06-13T18:35:50.000Z,ICYMI 👇🛣️🌉🚲🚗🚅 https://t.co/2ONA37MUUU,",",",",",",",https://t.co/2ONA37MUUU,",
167,RepDonYoung,2021-06-13T15:34:10.000Z,"I’m grateful for his support of the AK Tourism Restoration Act, particularly through his resolution stressing the importance of the cruise season, which made it through #AKleg. Passengers will now be able to safely visit this summer, and we’re looking forward to welcoming them!",",",",AKleg,",",",",",
168,RepDonYoung,2021-06-13T15:34:09.000Z,"It was great to catch up with state Senator @JesseKiehl (D-Juneau) at this week’s meeting of the Greater Juneau Chamber of Commerce. When the livelihoods of Alaskans are on the line, it’s crucial to put partisan differences aside. https://t.co/4Fy7QhG0Le",",",",",",JesseKiehl,",",https://t.co/4Fy7QhG0Le,",
169,RepDonYoung,2021-06-12T16:09:47.000Z,"It was my pleasure to kick off the first in-person Juneau Chamber of Commerce meeting since before the pandemic! It was great seeing big smiles after so long apart.

🚢Thanks for hosting me and for the excellent questions - it's time to once again welcome visitors this summer!🚢 https://t.co/w80VCa1cLZ",",",",",",",",https://t.co/w80VCa1cLZ,",
