,Name,Twitter Handle,Time,Content,Retweeting,Hashtags,Tagged,Links
106,Ro Khanna,RepRoKhanna,2021-06-19T20:58:37.000Z,"RT @ryanstruyk: Democratic Rep. Ro Khanna: ""We either need to do away with the filibuster or create a voting rights exception to the filibu…",",ryanstruyk,",",",",",","
107,Ro Khanna,RepRoKhanna,2021-06-19T18:09:00.000Z,No child should go to school hungry. We need universal free school meals.,",",",",",",","
108,Ro Khanna,RepRoKhanna,2021-06-19T16:26:00.000Z,"Juneteenth stands as a moment for both celebration and reflection, as Black Americans still shoulder the effects of slavery and Jim Crow’s legacy.

Our newest national holiday is an important step toward a better American future.",",",",",",",","
109,Anna Eshoo,RepAnnaEshoo,2021-06-19T13:20:30.000Z,"On June 19, 1865, two years after President Lincoln signed the Emancipation Proclamation, enslaved people in Texas learned of their freedom. They were among the last enslaved people in America to be freed, and today we celebrate the new national holiday of #Juneteenth. https://t.co/qMJCZQ98bL",",",",Juneteenth,",",",",https://t.co/qMJCZQ98bL,"
110,Jimmy Panetta,RepJimmyPanetta,2021-06-20T15:30:00.000Z,Parents who have not previously filed taxes should use the IRS’s new non-filer tool to sign up for their monthly Child Tax Credit payments https://t.co/ukRcKhAhSz,",",",",",",",https://t.co/ukRcKhAhSz,"
111,Jimmy Panetta,RepJimmyPanetta,2021-06-20T01:23:53.000Z,Proud to have voted for the #juneteenth National Independence Day Act earlier this week. I had a great time visiting with constituents at the Juneteenth Celebration in Seaside earlier today! Thank you to everyone who came out to celebrate. https://t.co/ShCadK3rvF,",",",juneteenth,",",",",https://t.co/ShCadK3rvF,"
112,Jimmy Panetta,RepJimmyPanetta,2021-06-19T14:00:00.000Z,"Happy Pride🏳️‍🌈🏳️‍⚧️Earlier this month I introduced the Armed Forces Transgender Dependent Protection Act and I'm proud to support a number of critical bills, including the #EqualityAct, that will strengthen the rights and protections for the LGBTQ+ community. https://t.co/bqivzfckdT",",",",EqualityAct,",",",",https://t.co/bqivzfckdT,"
113,David Valadao,RepDavidValadao,2021-06-20T19:48:54.000Z,"Happy Father’s Day to all dads, especially my own dad. He came to the US in pursuit of the American dream, and I am incredibly grateful for his influence in my life. #CA21 https://t.co/iB0WkA4kRd",",",",CA21,",",",",https://t.co/iB0WkA4kRd,"
114,David Valadao,RepDavidValadao,2021-06-19T15:52:10.000Z,Today we celebrate freedom on #Juneteenth – the day the last slaves in Texas learned they’d been freed from slavery. I was proud to join my colleagues to make this important day in our history a federal holiday. #CA21 https://t.co/aAIoXeLI8y,",",",Juneteenth,CA21,",",",",https://t.co/aAIoXeLI8y,"
115,Kevin McCarthy,GOPLeader,2021-06-20T22:39:02.000Z,Being a father is the best gift in the world. Happy #FathersDay to all the dads! https://t.co/HDNxcH5583,",",",FathersDay,",",",",https://t.co/HDNxcH5583,"
116,Kevin McCarthy,GOPLeader,2021-06-20T13:15:15.000Z,"My dad was a firefighter who lost his life to cancer when he was 58, but no matter what, he always had a positive attitude. I miss him every day. https://t.co/xjBt1jxOi1",",",",",",",",https://t.co/xjBt1jxOi1,"
117,Kevin McCarthy,GOPLeader,2021-06-19T22:52:51.000Z,"The #BidenBudget would give $124 MILLION to the World Health Organization, which has been complicit in covering up China’s COVID lies and contributed to a series of major missteps that bungled the global pandemic response.",",",",BidenBudget,",",",","
118,Kevin McCarthy,GOPLeader,2021-06-19T18:03:00.000Z,"People will die as a result of Biden's Border Crisis. There's been a 300% increase in fentanyl coming across, and that affects every community in America. https://t.co/LaNbYq6DH8",",",",",",",",https://t.co/LaNbYq6DH8,"
119,Kevin McCarthy,GOPLeader,2021-06-19T13:02:19.000Z,President Biden’s America costs you more. Nearly everything in your shopping cart is shooting up in price—and at the fastest pace in nearly 13 years. https://t.co/whrPPixks9,",",",",",",",https://t.co/whrPPixks9,"
120,Salud Carbajal,RepCarbajal,2021-06-20T14:19:15.000Z,"Happy #FathersDay to everyone celebrating! Being a father and grandfather are the greatest joys of my life and today, I'm thinking of my father and the example he set for me.

I hope everyone's able to spend time with their loved ones as we continue to heal after the past year. https://t.co/txFIurPV5l",",",",FathersDay,",",",",https://t.co/txFIurPV5l,"
121,Salud Carbajal,RepCarbajal,2021-06-19T17:03:59.000Z,Local black leaders like Congressional Women of the Year Sojourner Kincaid Rolle &amp; Courtney Hale have been relentless advocates for social justice in #CA24. Please join them in their celebrations of local black life by visiting https://t.co/GV2lU3TwuS &amp; https://t.co/pl7lLgBPm1. https://t.co/m5oC60BBZC,",",",CA24,",",",",https://t.co/GV2lU3TwuS,https://t.co/pl7lLgBPm1.,https://t.co/m5oC60BBZC,"
122,Salud Carbajal,RepCarbajal,2021-06-19T17:03:57.000Z,"I was proud to cast my vote to make #Juneteenth a federal holiday, cementing this celebration of freedom for enslaved African Americans as an American tradition. This is long overdue and I am thankful for the advocacy of all those who have helped make this possible.",",",",Juneteenth,",",",","
123,Mike Garcia,repmikegarcia,2021-06-20T18:28:40.000Z,Happy Father's Day to all the fathers out there! I am so grateful for my two sons who bring joy to my life every day. https://t.co/9hBOa3o7Vd,",",",",",",",https://t.co/9hBOa3o7Vd,"
124,Julia Brownley,RepBrownley,2021-06-20T15:04:30.000Z,"My father's love, spirit, and sacrifice inspired me to become the person I am today. I am forever grateful for fathers like him. Happy #FathersDay to all the fathers, step-dads, grandfathers, uncles, and father figures throughout #VenturaCounty and across the country. https://t.co/gcsNxeCGI4",",",",FathersDay,VenturaCounty,",",",",https://t.co/gcsNxeCGI4,"
125,Julia Brownley,RepBrownley,2021-06-19T15:04:49.000Z,"Today, we celebrate #Juneteenth, a day that uplifts the voices of Black Americans in our nation's history.

As we honor the history and legacy of #Juneteenth, we must continue to fight for justice, freedom, and true democracy for all. https://t.co/hgxi6wY0GC",",",",Juneteenth,Juneteenth,",",",",https://t.co/hgxi6wY0GC,"
126,Judy Chu,RepJudyChu,2021-06-19T14:22:00.000Z,"Just as we celebrate America’s freedom from the tyranny of a king, so must we celebrate Black Americans’ freedom from the tyranny of slavery as an equally important step in the creation of the world’s greatest democracy. That's why I voted to make #Juneteenth a federal holiday https://t.co/ueujWx9bDv",",",",Juneteenth,",",",",https://t.co/ueujWx9bDv,"
127,Adam Schiff,RepAdamSchiff,2021-06-20T21:47:23.000Z,"Wishing a very happy Father's Day to all the dads out there, and especially to my 93-year-old father, Ed. Because of COVID, I went more than a year without seeing him in person.
 
Here's hoping this holiday and the year ahead brings many joyful reunions for you and your families! https://t.co/mnwvEXkNo6",",",",",",",",https://t.co/mnwvEXkNo6,"
128,Adam Schiff,RepAdamSchiff,2021-06-19T18:44:46.000Z,"It’s never easy to lose such a wonderful companion. Thinking of the Bidens today.

We lost Mia at age 13 too. And the one positive from the pandemic was getting to spend so much time with her before she passed.

For all those with furry friends at home, cherish the time you have. https://t.co/QQ5gT9ECaQ https://t.co/7q0WfHtkL3",",",",",",",",https://t.co/QQ5gT9ECaQ,https://t.co/7q0WfHtkL3,"
129,Adam Schiff,RepAdamSchiff,2021-06-19T16:09:00.000Z,"Juneteenth should be a national holiday.
 
That’s why I was proud to vote for the bill to officially designate it as such.
 
As America grapples with systemic racism, a holiday commemorating the delayed promise of freedom is an important milestone.",",",",",",",","
130,Tony Cárdenas,RepCardenas,2021-06-21T00:47:22.000Z,"Celebrated Father’s Day at the Pacoima Pirates vs LAPD Game and BBQ at David Gonzalez Park in #CA29. Great to see our community come together for a fun day of fellowship and unity. 

Happy Father’s Day to all the dads and father figures! https://t.co/wPemveiDbD",",",",CA29,",",",",https://t.co/wPemveiDbD,"
131,Tony Cárdenas,RepCardenas,2021-06-19T17:32:31.000Z,"Today, we celebrate Juneteenth, which marks and celebrates the end of slavery in the United States.

Let’s take time to reflect on the history and legacy of freedom for Black Americans, and recognize that our work to form a more perfect Union continues. https://t.co/8ZnaFSpR4e",",",",",",",",https://t.co/8ZnaFSpR4e,"
132,Brad Sherman,BradSherman,2021-06-20T19:35:57.000Z,Wishing all the dads out there a happy #FathersDay! https://t.co/yiQbt3yQmK,",",",FathersDay,",",",",https://t.co/yiQbt3yQmK,"
133,Brad Sherman,BradSherman,2021-06-19T17:24:54.000Z,"#Juneteenth has stood as a proud celebration of freedom for African Americans, but it stands for so much more than just a special day. This #JuneteenthDay must be a day of reflection that motivates our nation towards meaningful action to achieve justice and combat inequalities.",",",",Juneteenth,JuneteenthDay,",",",","
134,Grace Napolitano,GraceNapolitano,2021-06-21T01:07:47.000Z,"Wishing all the terrific dads and father figures out there who do so much for their families, day in and day out, a very happy #FathersDay! https://t.co/jVeiRkSndp",",",",FathersDay,",",",",https://t.co/jVeiRkSndp,"
135,Ted Lieu,RepTedLieu,2021-06-20T18:17:55.000Z,Wishing all the dads out there a happy #FathersDay! https://t.co/9nKA3ZyXYt,",",",FathersDay,",",",",https://t.co/9nKA3ZyXYt,"
136,Ted Lieu,RepTedLieu,2021-06-20T18:15:37.000Z,RT @latimesopinion: Editorial: It's time for a new Federal Writers' Project https://t.co/fkjuvqzYbo,",latimesopinion,",",",",",","
137,Ted Lieu,RepTedLieu,2021-06-20T18:00:01.000Z,"Refugees start small businesses, serve in our military, and work as frontline health care providers. On #WorldRefugeeDay , we recognize the extraordinary impact our refugee friends and neighbors have on our community. They deserve our gratitude and respect. #RefugeesWelcome https://t.co/8aUPk09wi2",",",",WorldRefugeeDay,RefugeesWelcome,",",",",https://t.co/8aUPk09wi2,"
138,Ted Lieu,RepTedLieu,2021-06-19T17:00:55.000Z,"As we honor this day, we also recommit to educating ourselves on this horrific chapter in our history. The Slave Narrative Project is a collection of firsthand accounts of slavery created as part of the original Federal Writers' Project. Read here: https://t.co/XD9b7njoz0",",",",",",",",https://t.co/XD9b7njoz0,"
139,Ted Lieu,RepTedLieu,2021-06-19T16:52:16.000Z,"On this day in 1865, the last enslaved African Americans in TX were told they were free, marking the end of slavery in our country. Today, as we celebrate #Juneteenth, we recommit to the fight for equal justice and opportunity for all. https://t.co/4PFqs94Ovt",",",",Juneteenth,",",",",https://t.co/4PFqs94Ovt,"
140,Jimmy Gomez,RepJimmyGomez,2021-06-20T18:48:52.000Z,"RT @OversightDems: ICYMI: On Tuesday, Chair @RepMaloney, @RepJimmyGomez, @RepAOC, and @RepRashida demanded answers from our nation’s top la…",",OversightDems,",",",",",","
141,Jimmy Gomez,RepJimmyGomez,2021-06-20T18:47:58.000Z,"Happy #FathersDay, #CA34!

I’m grateful for all the dads and father figures that support our kids and our community! https://t.co/FWwIR0xjvn",",",",FathersDay,CA34,",",",",https://t.co/FWwIR0xjvn,"
142,Jimmy Gomez,RepJimmyGomez,2021-06-20T00:21:33.000Z,"#Angelenos: We aren’t out of the woods yet when it comes to our #COVID19 vaccination rates!

That’s why today I swung by the Hollenbeck Youth Center to help promote this safe, effective vaccine — especially to communities of color. Even met @NFL Hall of Famer Anthony Munoz! https://t.co/YG4sMRxz62",",",",Angelenos,COVID19,",",NFL,",",https://t.co/YG4sMRxz62,"
143,Jimmy Gomez,RepJimmyGomez,2021-06-19T21:19:46.000Z,"Great to host my first in-person #CoffeeWithYourCongressman in over a year today!

Thanks to all our #CA34 neighbors who came out and Holy Grounds Coffee and Tea for hosting! https://t.co/JFcrcT4QNP",",",",CoffeeWithYourCongressman,CA34,",",",",https://t.co/JFcrcT4QNP,"
144,Jimmy Gomez,RepJimmyGomez,2021-06-19T20:33:38.000Z,"RT @WaysMeansCmte: NEWS: Yesterday, @RepTerriSewell, @RepJimmyGomez, and @RepHorsford—co-chairs of the W&amp;M Cmte's Racial Equity Initiative…",",WaysMeansCmte,",",",",",","
145,Jimmy Gomez,RepJimmyGomez,2021-06-19T17:45:46.000Z,"This year, #Juneteenth is finally an official holiday — an important step in our #RacialJustice movement.

Today we should celebrate, learn &amp; reflect plus acknowledge we still have much to reckon with in our history of slavery, emancipation &amp; racism.

https://t.co/ISgxCKGEgv",",",",Juneteenth,RacialJustice,",",",",https://t.co/ISgxCKGEgv,"
146,Norma Torres,NormaJTorres,2021-06-20T22:10:00.000Z,"The contributions of refugees in America are clear—they start businesses, serve in our military, and work as #frontline healthcare workers.
 
This #WorldRefugeeDay, let's express our support for those yearning to make America their safe home. We all benefit when we embrace them.",",",",frontline,WorldRefugeeDay,",",",","
147,Norma Torres,NormaJTorres,2021-06-20T16:58:00.000Z,"One of the most important influences in my children’s lives is their father. He taught them how to be strong &amp; courageous through difficult times. 

To the fathers &amp; father figures in the #InlandEmpire, thank you for your positive impact during these tough times. #HappyFathersDay https://t.co/V1dBWJaib7",",",",InlandEmpire,HappyFathersDay,",",",",https://t.co/V1dBWJaib7,"
148,Norma Torres,NormaJTorres,2021-06-19T17:01:00.000Z,"#OTD in 1865, the news of the Union victory in the Civil War reached Galveston, TX. It marked a delayed end to slavery more than 2 yrs after the Emancipation Proclamation.

This #Juneteenth, we remember those forced to endure slavery's brutality &amp; continue the fight for equality. https://t.co/7cpPt7Uo7q",",",",OTD,Juneteenth,",",",",https://t.co/7cpPt7Uo7q,"
149,Raul Ruiz,RepRaulRuizMD,2021-06-19T14:28:00.000Z,"Today, on #Juneteenth, we commemorate the end of slavery in the U.S. 

It was on this day in 1865 that Union soldiers landed in Galveston with news that the war was over &amp; that the enslaved were free. 

Over 150 years later, we continue the fight for equality &amp; justice for all. https://t.co/IJ2vzP6wFy",",",",Juneteenth,",",",",https://t.co/IJ2vzP6wFy,"
150,Karen Bass,RepKarenBass,2021-06-19T14:38:00.000Z,"Part of addressing these impacts is understanding the honest history of this country, which is what makes today so important.

Happy #Juneteenth!",",",",Juneteenth,",",",","
151,Karen Bass,RepKarenBass,2021-06-19T14:37:42.000Z,"Slavery to this day is talked about and discussed as an institution of the distant past -- a mistake that our country has made right and fixed.

But the truth is, the legacy of slavery lives on and has shaped, in part, the world we live in today. 2/",",",",",",",","
