:START_ID(Tweet),:END_ID(Business Taxonomy-ca),:TYPE,Specification
3599,Food & Beverage Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent and related to foods & beverages such as snacks, soft drinks, beers."
3600,Food & Beverage Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent and related to foods & beverages such as snacks, soft drinks, beers."
3603,Gaming Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to offline and online games such as gaming consoles, tabletop games, video game publishers"
3656,Beauty,references," Cosmetic & Personal Care Business,Brands, companies, advertisers and every non-person handle with the profit intent related to makeup, perfumes and skin care"
3661,Entertainment & Leisure Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to movies, music, television, franchises, venues, theme parks, toys, tourism, hotels"
3665,Food & Beverage Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent and related to foods & beverages such as snacks, soft drinks, beers."
3686,Financial Services Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to Banks, Credit cards, Insurance, Investments, Stocks "
3708,Automotive,references," Aircraft & Boat Business,Brands, companies, advertisers and every non-person handle with the profit intent related to automobile, spacecraft, aircraft and boat manufacturing"
3708,Technology Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to softwares, apps, communication equipments, hardwares"
3708,Travel & Transportation Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to travel as airlines, travel agencies, hotels"
3768,Food & Beverage Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent and related to foods & beverages such as snacks, soft drinks, beers."
3781,Education Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to education such as colleges, school material, schools"
3795,Automotive,references," Aircraft & Boat Business,Brands, companies, advertisers and every non-person handle with the profit intent related to automobile, spacecraft, aircraft and boat manufacturing"
3795,Technology Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to softwares, apps, communication equipments, hardwares"
3795,Travel & Transportation Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to travel as airlines, travel agencies, hotels"
3796,Automotive,references," Aircraft & Boat Business,Brands, companies, advertisers and every non-person handle with the profit intent related to automobile, spacecraft, aircraft and boat manufacturing"
3796,Technology Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to softwares, apps, communication equipments, hardwares"
3796,Travel & Transportation Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to travel as airlines, travel agencies, hotels"
3798,Sports & Fitness Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues"
3798,Travel & Transportation Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to travel as airlines, travel agencies, hotels"
3812,Financial Services Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to Banks, Credit cards, Insurance, Investments, Stocks "
3819,Financial Services Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to Banks, Credit cards, Insurance, Investments, Stocks "
3822,Automotive,references," Aircraft & Boat Business,Brands, companies, advertisers and every non-person handle with the profit intent related to automobile, spacecraft, aircraft and boat manufacturing"
3822,Technology Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to softwares, apps, communication equipments, hardwares"
3823,Education Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to education such as colleges, school material, schools"
3824,Sports & Fitness Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues"
3836,Financial Services Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to Banks, Credit cards, Insurance, Investments, Stocks "
3846,Financial Services Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to Banks, Credit cards, Insurance, Investments, Stocks "
3850,Food & Beverage Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent and related to foods & beverages such as snacks, soft drinks, beers."
3854,Financial Services Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to Banks, Credit cards, Insurance, Investments, Stocks "
3860,Sports & Fitness Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues"
3869,Publisher & News Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to  marketing and advertiser agencies, publishers of magazines, newspapers, blogs, books"
3872,Publisher & News Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to  marketing and advertiser agencies, publishers of magazines, newspapers, blogs, books"
3892,Food & Beverage Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent and related to foods & beverages such as snacks, soft drinks, beers."
3912,Publisher & News Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to  marketing and advertiser agencies, publishers of magazines, newspapers, blogs, books"
4004,Automotive,references," Aircraft & Boat Business,Brands, companies, advertisers and every non-person handle with the profit intent related to automobile, spacecraft, aircraft and boat manufacturing"
4014,Financial Services Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to Banks, Credit cards, Insurance, Investments, Stocks "
4024,Gaming Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to offline and online games such as gaming consoles, tabletop games, video game publishers"
4039,Sports & Fitness Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues"
4041,Food & Beverage Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent and related to foods & beverages such as snacks, soft drinks, beers."
4074,Publisher & News Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to  marketing and advertiser agencies, publishers of magazines, newspapers, blogs, books"
4077,Sports & Fitness Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues"
4079,Financial Services Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to Banks, Credit cards, Insurance, Investments, Stocks "
4079,Technology Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to softwares, apps, communication equipments, hardwares"
4084,Food & Beverage Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent and related to foods & beverages such as snacks, soft drinks, beers."
4088,Gaming Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to offline and online games such as gaming consoles, tabletop games, video game publishers"
4101,Financial Services Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to Banks, Credit cards, Insurance, Investments, Stocks "
4110,Financial Services Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to Banks, Credit cards, Insurance, Investments, Stocks "
4132,Sports & Fitness Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues"
4147,Food & Beverage Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent and related to foods & beverages such as snacks, soft drinks, beers."
4155,Financial Services Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to Banks, Credit cards, Insurance, Investments, Stocks "
4159,Technology Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to softwares, apps, communication equipments, hardwares"
4161,Financial Services Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to Banks, Credit cards, Insurance, Investments, Stocks "
4167,Food & Beverage Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent and related to foods & beverages such as snacks, soft drinks, beers."
4183,Food & Beverage Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent and related to foods & beverages such as snacks, soft drinks, beers."
4210,Travel & Transportation Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to travel as airlines, travel agencies, hotels"
4217,Food & Beverage Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent and related to foods & beverages such as snacks, soft drinks, beers."
4221,Food & Beverage Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent and related to foods & beverages such as snacks, soft drinks, beers."
4225,Technology Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to softwares, apps, communication equipments, hardwares"
4241,Automotive,references," Aircraft & Boat Business,Brands, companies, advertisers and every non-person handle with the profit intent related to automobile, spacecraft, aircraft and boat manufacturing"
4273,Gaming Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to offline and online games such as gaming consoles, tabletop games, video game publishers"
4295,Publisher & News Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to  marketing and advertiser agencies, publishers of magazines, newspapers, blogs, books"
4321,Financial Services Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to Banks, Credit cards, Insurance, Investments, Stocks "
4322,Gaming Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to offline and online games such as gaming consoles, tabletop games, video game publishers"
4378,Sports & Fitness Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues"
4403,Entertainment & Leisure Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to movies, music, television, franchises, venues, theme parks, toys, tourism, hotels"
4420,Food & Beverage Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent and related to foods & beverages such as snacks, soft drinks, beers."
4434,Sports & Fitness Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues"
4448,Publisher & News Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to  marketing and advertiser agencies, publishers of magazines, newspapers, blogs, books"
4450,Gaming Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to offline and online games such as gaming consoles, tabletop games, video game publishers"
4472,Food & Beverage Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent and related to foods & beverages such as snacks, soft drinks, beers."
4475,Gaming Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to offline and online games such as gaming consoles, tabletop games, video game publishers"
4491,Sports & Fitness Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues"
4491,Travel & Transportation Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to travel as airlines, travel agencies, hotels"
4494,Food & Beverage Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent and related to foods & beverages such as snacks, soft drinks, beers."
4494,Gaming Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to offline and online games such as gaming consoles, tabletop games, video game publishers"
4504,Gaming Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to offline and online games such as gaming consoles, tabletop games, video game publishers"
4505,Gaming Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to offline and online games such as gaming consoles, tabletop games, video game publishers"
4507,Food & Beverage Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent and related to foods & beverages such as snacks, soft drinks, beers."
4507,Gaming Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to offline and online games such as gaming consoles, tabletop games, video game publishers"
4508,Gaming Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to offline and online games such as gaming consoles, tabletop games, video game publishers"
4511,Gaming Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to offline and online games such as gaming consoles, tabletop games, video game publishers"
4517,Financial Services Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to Banks, Credit cards, Insurance, Investments, Stocks "
4535,Financial Services Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to Banks, Credit cards, Insurance, Investments, Stocks "
4540,Financial Services Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to Banks, Credit cards, Insurance, Investments, Stocks "
4554,Sports & Fitness Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues"
4555,Gaming Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to offline and online games such as gaming consoles, tabletop games, video game publishers"
4557,Food & Beverage Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent and related to foods & beverages such as snacks, soft drinks, beers."
4568,Financial Services Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to Banks, Credit cards, Insurance, Investments, Stocks "
4572,Financial Services Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to Banks, Credit cards, Insurance, Investments, Stocks "
4578,Automotive,references," Aircraft & Boat Business,Brands, companies, advertisers and every non-person handle with the profit intent related to automobile, spacecraft, aircraft and boat manufacturing"
4588,Sports & Fitness Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues"
4608,Sports & Fitness Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues"
4609,Food & Beverage Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent and related to foods & beverages such as snacks, soft drinks, beers."
4612,Technology Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to softwares, apps, communication equipments, hardwares"
4635,Publisher & News Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to  marketing and advertiser agencies, publishers of magazines, newspapers, blogs, books"
4640,Gaming Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to offline and online games such as gaming consoles, tabletop games, video game publishers"
4644,Financial Services Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to Banks, Credit cards, Insurance, Investments, Stocks "
4644,Sports & Fitness Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues"
4658,Beauty,references," Cosmetic & Personal Care Business,Brands, companies, advertisers and every non-person handle with the profit intent related to makeup, perfumes and skin care"
4659,Gaming Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to offline and online games such as gaming consoles, tabletop games, video game publishers"
4662,Sports & Fitness Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues"
4662,Travel & Transportation Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to travel as airlines, travel agencies, hotels"
4672,Sports & Fitness Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues"
4751,Travel & Transportation Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to travel as airlines, travel agencies, hotels"
4763,Sports & Fitness Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues"
4815,Education Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to education such as colleges, school material, schools"
4820,Sports & Fitness Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues"
4837,Sports & Fitness Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues"
4837,Travel & Transportation Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to travel as airlines, travel agencies, hotels"
4854,Food & Beverage Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent and related to foods & beverages such as snacks, soft drinks, beers."
4865,Publisher & News Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to  marketing and advertiser agencies, publishers of magazines, newspapers, blogs, books"
4871,Gaming Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to offline and online games such as gaming consoles, tabletop games, video game publishers"
4882,Sports & Fitness Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues"
4887,Gaming Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to offline and online games such as gaming consoles, tabletop games, video game publishers"
4910,Food & Beverage Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent and related to foods & beverages such as snacks, soft drinks, beers."
4922,Financial Services Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to Banks, Credit cards, Insurance, Investments, Stocks "
4940,Food & Beverage Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent and related to foods & beverages such as snacks, soft drinks, beers."
4952,Financial Services Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to Banks, Credit cards, Insurance, Investments, Stocks "
4952,Technology Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to softwares, apps, communication equipments, hardwares"
4982,Gaming Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to offline and online games such as gaming consoles, tabletop games, video game publishers"
4982,Sports & Fitness Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues"
4983,Gaming Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to offline and online games such as gaming consoles, tabletop games, video game publishers"
4983,Sports & Fitness Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues"
5000,Sports & Fitness Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues"
5001,Sports & Fitness Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues"
5002,Sports & Fitness Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues"
5003,Sports & Fitness Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues"
5004,Sports & Fitness Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues"
5005,Sports & Fitness Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues"
5006,Sports & Fitness Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues"
5007,Sports & Fitness Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues"
5008,Sports & Fitness Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues"
5009,Sports & Fitness Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues"
5010,Sports & Fitness Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues"
5016,Sports & Fitness Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues"
5021,Financial Services Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to Banks, Credit cards, Insurance, Investments, Stocks "
5021,Publisher & News Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to  marketing and advertiser agencies, publishers of magazines, newspapers, blogs, books"
5021,Technology Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to softwares, apps, communication equipments, hardwares"
5028,Travel & Transportation Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to travel as airlines, travel agencies, hotels"
5046,Financial Services Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to Banks, Credit cards, Insurance, Investments, Stocks "
5051,Sports & Fitness Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues"
5051,Travel & Transportation Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to travel as airlines, travel agencies, hotels"
5084,Sports & Fitness Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues"
5091,Sports & Fitness Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues"
5100,Sports & Fitness Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues"
5107,Technology Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to softwares, apps, communication equipments, hardwares"
5108,Financial Services Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to Banks, Credit cards, Insurance, Investments, Stocks "
5140,Publisher & News Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to  marketing and advertiser agencies, publishers of magazines, newspapers, blogs, books"
5143,Publisher & News Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to  marketing and advertiser agencies, publishers of magazines, newspapers, blogs, books"
5144,Publisher & News Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to  marketing and advertiser agencies, publishers of magazines, newspapers, blogs, books"
5145,Publisher & News Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to  marketing and advertiser agencies, publishers of magazines, newspapers, blogs, books"
5151,Automotive,references," Aircraft & Boat Business,Brands, companies, advertisers and every non-person handle with the profit intent related to automobile, spacecraft, aircraft and boat manufacturing"
5166,Financial Services Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to Banks, Credit cards, Insurance, Investments, Stocks "
5169,Automotive,references," Aircraft & Boat Business,Brands, companies, advertisers and every non-person handle with the profit intent related to automobile, spacecraft, aircraft and boat manufacturing"
5213,Financial Services Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to Banks, Credit cards, Insurance, Investments, Stocks "
5230,Food & Beverage Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent and related to foods & beverages such as snacks, soft drinks, beers."
5231,Food & Beverage Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent and related to foods & beverages such as snacks, soft drinks, beers."
5235,Sports & Fitness Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues"
5235,Travel & Transportation Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to travel as airlines, travel agencies, hotels"
5236,Sports & Fitness Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues"
5236,Travel & Transportation Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to travel as airlines, travel agencies, hotels"
5238,Sports & Fitness Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues"
5243,Food & Beverage Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent and related to foods & beverages such as snacks, soft drinks, beers."
5253,Travel & Transportation Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to travel as airlines, travel agencies, hotels"
5261,Pet Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to Pets such as pet food, toys, cleaning"
5271,Technology Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to softwares, apps, communication equipments, hardwares"
5280,Sports & Fitness Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues"
5285,Financial Services Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to Banks, Credit cards, Insurance, Investments, Stocks "
5289,Publisher & News Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to  marketing and advertiser agencies, publishers of magazines, newspapers, blogs, books"
5298,Travel & Transportation Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to travel as airlines, travel agencies, hotels"
5303,Sports & Fitness Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues"
5303,Travel & Transportation Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to travel as airlines, travel agencies, hotels"
5306,Financial Services Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to Banks, Credit cards, Insurance, Investments, Stocks "
5309,Sports & Fitness Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues"
5318,Financial Services Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to Banks, Credit cards, Insurance, Investments, Stocks "
5330,Financial Services Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to Banks, Credit cards, Insurance, Investments, Stocks "
5384,Publisher & News Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to  marketing and advertiser agencies, publishers of magazines, newspapers, blogs, books"
5405,Travel & Transportation Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to travel as airlines, travel agencies, hotels"
5406,Financial Services Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to Banks, Credit cards, Insurance, Investments, Stocks "
5415,Education Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to education such as colleges, school material, schools"
5415,Technology Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to softwares, apps, communication equipments, hardwares"
5436,Sports & Fitness Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues"
5440,Publisher & News Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to  marketing and advertiser agencies, publishers of magazines, newspapers, blogs, books"
5448,Financial Services Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to Banks, Credit cards, Insurance, Investments, Stocks "
5450,Automotive,references," Aircraft & Boat Business,Brands, companies, advertisers and every non-person handle with the profit intent related to automobile, spacecraft, aircraft and boat manufacturing"
5452,Sports & Fitness Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues"
5465,Travel & Transportation Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to travel as airlines, travel agencies, hotels"
5466,Technology Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to softwares, apps, communication equipments, hardwares"
5470,Automotive,references," Aircraft & Boat Business,Brands, companies, advertisers and every non-person handle with the profit intent related to automobile, spacecraft, aircraft and boat manufacturing"
5481,Sports & Fitness Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues"
5481,Travel & Transportation Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to travel as airlines, travel agencies, hotels"
5490,Financial Services Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to Banks, Credit cards, Insurance, Investments, Stocks "
5498,Sports & Fitness Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues"
5509,Technology Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to softwares, apps, communication equipments, hardwares"
5543,Entertainment & Leisure Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to movies, music, television, franchises, venues, theme parks, toys, tourism, hotels"
5544,Financial Services Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to Banks, Credit cards, Insurance, Investments, Stocks "
5553,Entertainment & Leisure Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to movies, music, television, franchises, venues, theme parks, toys, tourism, hotels"
5554,Entertainment & Leisure Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to movies, music, television, franchises, venues, theme parks, toys, tourism, hotels"
5555,Financial Services Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to Banks, Credit cards, Insurance, Investments, Stocks "
5556,Sports & Fitness Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues"
5557,Food & Beverage Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent and related to foods & beverages such as snacks, soft drinks, beers."
5572,Financial Services Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to Banks, Credit cards, Insurance, Investments, Stocks "
5598,Publisher & News Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to  marketing and advertiser agencies, publishers of magazines, newspapers, blogs, books"
5612,Sports & Fitness Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues"
5620,Gaming Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to offline and online games such as gaming consoles, tabletop games, video game publishers"
5629,Financial Services Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to Banks, Credit cards, Insurance, Investments, Stocks "
5635,Food & Beverage Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent and related to foods & beverages such as snacks, soft drinks, beers."
5651,Publisher & News Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to  marketing and advertiser agencies, publishers of magazines, newspapers, blogs, books"
5654,Publisher & News Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to  marketing and advertiser agencies, publishers of magazines, newspapers, blogs, books"
