:START_ID(Tweet),:END_ID(Person-ca),:TYPE,Specification
2506,Doug Lamborn,references,US Representative Doug Lamborn (CO-05)
2507,Doug Lamborn,references,US Representative Doug Lamborn (CO-05)
2508,Joe Biden,references,US President Joe Biden
2508,Doug Lamborn,references,US Representative Doug Lamborn (CO-05)
2509,Steve Womack,references,US Representative Steve Womack (AR-3)
2509,Doug Lamborn,references,US Representative Doug Lamborn (CO-05)
2510,Doug Lamborn,references,US Representative Doug Lamborn (CO-05)
2511,Joe Biden,references,US President Joe Biden
2511,Doug Lamborn,references,US Representative Doug Lamborn (CO-05)
2512,Doug Lamborn,references,US Representative Doug Lamborn (CO-05)
2513,Jim Langevin,references,US Representative Jim Langevin (RI-02)
2514,Jim Langevin,references,US Representative Jim Langevin (RI-02)
2515,Jim Langevin,references,US Representative Jim Langevin (RI-02)
2516,David Cicilline,references,US Representative David Cicilline (RI-01)
2516,Jim Langevin,references,US Representative Jim Langevin (RI-02)
2516,Jack Reed,references,US Senator Jack Reed (RI)
2516,Sheldon Whitehouse,references,US Senator Sheldon Whitehouse (RI)
2517,Jim Langevin,references,US Representative Jim Langevin (RI-02)
2518,Jim Langevin,references,US Representative Jim Langevin (RI-02)
2519,Jim Langevin,references,US Representative Jim Langevin (RI-02)
2520,Rick Larsen,references,US Representative Rick Larsen (WA-02)
2521,Rick Larsen,references,US Representative Rick Larsen (WA-02)
2522,Rick Larsen,references,US Representative Rick Larsen (WA-02)
2523,Rick Larsen,references,US Representative Rick Larsen (WA-02)
2524,Suzan DelBene,references,US Representative Suzan DelBene (WA-01)
2524,Rick Larsen,references,US Representative Rick Larsen (WA-02)
2525,Rick Larsen,references,US Representative Rick Larsen (WA-02)
2525,Kim Wyman,references,"Washington Secretary of State, Kim Wyman"
2526,Rick Larsen,references,US Representative Rick Larsen (WA-02)
2526,Nikema Williams,references,
2527,Rick Larsen,references,US Representative Rick Larsen (WA-02)
2528,Rick Larsen,references,US Representative Rick Larsen (WA-02)
2529,John B. Larson,references,US Representative John B. Larson (CT-01)
2530,John B. Larson,references,US Representative John B. Larson (CT-01)
2531,John B. Larson,references,US Representative John B. Larson (CT-01)
2532,John B. Larson,references,US Representative John B. Larson (CT-01)
2533,John B. Larson,references,US Representative John B. Larson (CT-01)
2534,John B. Larson,references,US Representative John B. Larson (CT-01)
2535,John B. Larson,references,US Representative John B. Larson (CT-01)
2536,Bob Latta,references,US Representative Bob Latta (OH-05)
2537,Bob Latta,references,US Representative Bob Latta (OH-05)
2538,Bob Latta,references,US Representative Bob Latta (OH-05)
2539,Bob Latta,references,US Representative Bob Latta (OH-05)
2540,Bob Latta,references,US Representative Bob Latta (OH-05)
2541,Joe Biden,references,US President Joe Biden
2541,Bob Latta,references,US Representative Bob Latta (OH-05)
2542,Bob Latta,references,US Representative Bob Latta (OH-05)
2543,Bob Latta,references,US Representative Bob Latta (OH-05)
2544,Bob Latta,references,US Representative Bob Latta (OH-05)
2545,Bob Latta,references,US Representative Bob Latta (OH-05)
2546,Bob Latta,references,US Representative Bob Latta (OH-05)
2547,Bob Latta,references,US Representative Bob Latta (OH-05)
2547,Morgan Griffith,references,US Representative Morgan Griffith (VA-09)
2548,Bob Latta,references,US Representative Bob Latta (OH-05)
2549,Bob Latta,references,US Representative Bob Latta (OH-05)
2550,Bob Latta,references,US Representative Bob Latta (OH-05)
2551,Bob Latta,references,US Representative Bob Latta (OH-05)
2552,Jacob LaTurner,references,
2553,Jacob LaTurner,references,
2554,Jacob LaTurner,references,
2555,Brenda Lawrence,references,US Representative Brenda Lawrence (MI-14)
2556,Brenda Lawrence,references,US Representative Brenda Lawrence (MI-14)
2557,Brenda Lawrence,references,US Representative Brenda Lawrence (MI-14)
2558,Brenda Lawrence,references,US Representative Brenda Lawrence (MI-14)
2559,Al Lawson,references,US Representative Al Lawson (FL-05)
2560,Al Lawson,references,US Representative Al Lawson (FL-05)
2561,Al Lawson,references,US Representative Al Lawson (FL-05)
2562,Al Lawson,references,US Representative Al Lawson (FL-05)
2563,Al Lawson,references,US Representative Al Lawson (FL-05)
2564,Al Lawson,references,US Representative Al Lawson (FL-05)
2565,Al Lawson,references,US Representative Al Lawson (FL-05)
2566,Al Lawson,references,US Representative Al Lawson (FL-05)
2567,Al Lawson,references,US Representative Al Lawson (FL-05)
2568,Barbara Lee,references,US Representative Barbara Lee (CA-13)
2569,Nancy Pelosi,references,US House of Representatives Minority Leader Nancy Pelosi (CA-12)
2569,Barbara Lee,references,US Representative Barbara Lee (CA-13)
2570,Nancy Pelosi,references,US House of Representatives Minority Leader Nancy Pelosi (CA-12)
2570,Barbara Lee,references,US Representative Barbara Lee (CA-13)
2571,Barbara Lee,references,US Representative Barbara Lee (CA-13)
2572,Barbara Lee,references,US Representative Barbara Lee (CA-13)
2573,Barbara Lee,references,US Representative Barbara Lee (CA-13)
2574,Barbara Lee,references,US Representative Barbara Lee (CA-13)
2575,Barbara Lee,references,US Representative Barbara Lee (CA-13)
2576,Barbara Lee,references,US Representative Barbara Lee (CA-13)
2577,Barbara Lee,references,US Representative Barbara Lee (CA-13)
2578,Barbara Lee,references,US Representative Barbara Lee (CA-13)
2579,Barbara Lee,references,US Representative Barbara Lee (CA-13)
2582,Teresa Leger Fernandez,references,
2583,Teresa Leger Fernandez,references,
2584,Teresa Leger Fernandez,references,
2585,John Lewis,references,US Representative John Lewis (GA-05)
2585,Teresa Leger Fernandez,references,
2586,Teresa Leger Fernandez,references,
2587,Joe Biden,references,US President Joe Biden
2587,Debbie Lesko,references,US Representative Debbie Lesko (AZ-8)
2588,Debbie Lesko,references,US Representative Debbie Lesko (AZ-8)
2589,Debbie Lesko,references,US Representative Debbie Lesko (AZ-8)
2590,Debbie Lesko,references,US Representative Debbie Lesko (AZ-8)
2591,Debbie Lesko,references,US Representative Debbie Lesko (AZ-8)
2592,Debbie Lesko,references,US Representative Debbie Lesko (AZ-8)
2593,Debbie Lesko,references,US Representative Debbie Lesko (AZ-8)
2594,Debbie Lesko,references,US Representative Debbie Lesko (AZ-8)
2595,Debbie Lesko,references,US Representative Debbie Lesko (AZ-8)
2596,Debbie Lesko,references,US Representative Debbie Lesko (AZ-8)
2597,Debbie Lesko,references,US Representative Debbie Lesko (AZ-8)
2598,Debbie Lesko,references,US Representative Debbie Lesko (AZ-8)
2599,Debbie Lesko,references,US Representative Debbie Lesko (AZ-8)
2600,Debbie Lesko,references,US Representative Debbie Lesko (AZ-8)
2601,Debbie Lesko,references,US Representative Debbie Lesko (AZ-8)
2602,Debbie Lesko,references,US Representative Debbie Lesko (AZ-8)
2603,Joe Biden,references,US President Joe Biden
2603,Debbie Lesko,references,US Representative Debbie Lesko (AZ-8)
2604,Debbie Lesko,references,US Representative Debbie Lesko (AZ-8)
2605,Debbie Lesko,references,US Representative Debbie Lesko (AZ-8)
2617,Joe Biden,references,US President Joe Biden
2619,Elon Musk,references,Elon Musk
2628,Joe Biden,references,US President Joe Biden
2629,Ted Lieu,references,US Representative Ted Lieu (CA-33)
2630,Ted Lieu,references,US Representative Ted Lieu (CA-33)
2631,Ted Lieu,references,US Representative Ted Lieu (CA-33)
2632,Ted Lieu,references,US Representative Ted Lieu (CA-33)
2633,Ted Lieu,references,US Representative Ted Lieu (CA-33)
2634,Ted Lieu,references,US Representative Ted Lieu (CA-33)
2635,Ted Lieu,references,US Representative Ted Lieu (CA-33)
2636,Ted Lieu,references,US Representative Ted Lieu (CA-33)
2637,Ted Lieu,references,US Representative Ted Lieu (CA-33)
2638,Ted Lieu,references,US Representative Ted Lieu (CA-33)
2639,Ted Lieu,references,US Representative Ted Lieu (CA-33)
2640,Ted Lieu,references,US Representative Ted Lieu (CA-33)
2641,Zoe Lofgren,references,US Representative Zoe Lofgren (CA-19)
2642,Billy Long,references,US Representative Billy Long (MO-07)
2643,Billy Long,references,US Representative Billy Long (MO-07)
2644,Joe Biden,references,US President Joe Biden
2644,Billy Long,references,US Representative Billy Long (MO-07)
2644,Marsha Blackburn,references,US Representative Marsha Blackburn (TN-07)
2645,Joe Biden,references,US President Joe Biden
2645,Billy Long,references,US Representative Billy Long (MO-07)
2645,Jason Smith,references,US Representative Jason Smith (MO-08)
2646,Billy Long,references,US Representative Billy Long (MO-07)
2647,Billy Long,references,US Representative Billy Long (MO-07)
2648,Billy Long,references,US Representative Billy Long (MO-07)
2649,Joe Biden,references,US President Joe Biden
2649,Billy Long,references,US Representative Billy Long (MO-07)
2649,Jason Smith,references,US Representative Jason Smith (MO-08)
2650,Billy Long,references,US Representative Billy Long (MO-07)
2651,Billy Long,references,US Representative Billy Long (MO-07)
2651,Debbie Lesko,references,US Representative Debbie Lesko (AZ-8)
2652,Billy Long,references,US Representative Billy Long (MO-07)
2652,Marsha Blackburn,references,US Representative Marsha Blackburn (TN-07)
2653,Joe Biden,references,US President Joe Biden
2653,Billy Long,references,US Representative Billy Long (MO-07)
2654,Joe Biden,references,US President Joe Biden
2654,Billy Long,references,US Representative Billy Long (MO-07)
2654,Pat Fallon,references,
2655,Joe Biden,references,US President Joe Biden
2655,Billy Long,references,US Representative Billy Long (MO-07)
2655,Marsha Blackburn,references,US Representative Marsha Blackburn (TN-07)
2656,Billy Long,references,US Representative Billy Long (MO-07)
2657,Joe Biden,references,US President Joe Biden
2657,Billy Long,references,US Representative Billy Long (MO-07)
2658,Billy Long,references,US Representative Billy Long (MO-07)
2659,Billy Long,references,US Representative Billy Long (MO-07)
2659,Marsha Blackburn,references,US Representative Marsha Blackburn (TN-07)
2660,Billy Long,references,US Representative Billy Long (MO-07)
2660,Jason Smith,references,US Representative Jason Smith (MO-08)
2661,Joe Biden,references,US President Joe Biden
2661,Billy Long,references,US Representative Billy Long (MO-07)
2661,Marsha Blackburn,references,US Representative Marsha Blackburn (TN-07)
2662,Joe Biden,references,US President Joe Biden
2662,Billy Long,references,US Representative Billy Long (MO-07)
2663,Joe Biden,references,US President Joe Biden
2663,Billy Long,references,US Representative Billy Long (MO-07)
2664,Barry Loudermilk,references,US Representative Barry Loudermilk (GA-11)
2665,Barry Loudermilk,references,US Representative Barry Loudermilk (GA-11)
2666,Barry Loudermilk,references,US Representative Barry Loudermilk (GA-11)
2667,Barry Loudermilk,references,US Representative Barry Loudermilk (GA-11)
2668,Joe Biden,references,US President Joe Biden
2668,Barry Loudermilk,references,US Representative Barry Loudermilk (GA-11)
2668,Steve Scalise,references,US Representative Steve Scalise (LA-1)
2669,Barry Loudermilk,references,US Representative Barry Loudermilk (GA-11)
2670,Frank Lucas,references,US Representative Frank Lucas (OK-03)
2671,Frank Lucas,references,US Representative Frank Lucas (OK-03)
2672,Frank Lucas,references,US Representative Frank Lucas (OK-03)
2673,Blaine Luetkemeyer,references,US Representative Blaine Luetkemeyer (MO-03)
2674,Blaine Luetkemeyer,references,US Representative Blaine Luetkemeyer (MO-03)
2675,Blaine Luetkemeyer,references,US Representative Blaine Luetkemeyer (MO-03)
2676,Blaine Luetkemeyer,references,US Representative Blaine Luetkemeyer (MO-03)
2677,Blaine Luetkemeyer,references,US Representative Blaine Luetkemeyer (MO-03)
2678,Joe Biden,references,US President Joe Biden
2678,Blaine Luetkemeyer,references,US Representative Blaine Luetkemeyer (MO-03)
2679,Blaine Luetkemeyer,references,US Representative Blaine Luetkemeyer (MO-03)
2680,Joe Biden,references,US President Joe Biden
2680,Blaine Luetkemeyer,references,US Representative Blaine Luetkemeyer (MO-03)
2683,Stephen F. Lynch,references,US Representative Stephen F. Lynch (MA-08)
2684,Stephen F. Lynch,references,US Representative Stephen F. Lynch (MA-08)
2685,Nancy Mace,references,
2686,Nancy Mace,references,
2687,Nancy Mace,references,
2688,Nancy Mace,references,
2689,Nancy Mace,references,
2690,Nancy Mace,references,
2691,Nancy Mace,references,
2692,Nancy Mace,references,
2693,Nancy Mace,references,
2694,Nancy Mace,references,
2695,Nancy Mace,references,
2696,Nancy Mace,references,
2697,Jamie Raskin,references,US Representative Jamie Raskin (MD-08)
2697,Nancy Mace,references,
2698,Nancy Mace,references,
2699,Nancy Mace,references,
2700,Nancy Mace,references,
2701,Nancy Mace,references,
2702,Nancy Mace,references,
2703,Nancy Mace,references,
2704,Nancy Mace,references,
2705,Nancy Mace,references,
2706,Nancy Mace,references,
2707,Nancy Mace,references,
2708,Nancy Mace,references,
2709,Nancy Mace,references,
2710,Nancy Mace,references,
2711,Nancy Mace,references,
2712,Nancy Mace,references,
2713,Nancy Mace,references,
2714,Tom McClintock,references,US Representative Tom McClintock (CA-4)
2714,Brian Mast,references,US Representative Brian Mast (FL-18)
2714,Nancy Mace,references,
2714,Peter Meijer,references,
2715,Nancy Mace,references,
2716,Nancy Mace,references,
2716,Tim Scott,references,US Senator Tim Scott (SC)
2725,Nicole Malliotakis,references,
2726,Nicole Malliotakis,references,
2727,Nicole Malliotakis,references,
2728,Nicole Malliotakis,references,
2729,Carolyn Maloney,references,US Representative Carolyn Maloney (NY-12)
2730,Carolyn Maloney,references,US Representative Carolyn Maloney (NY-12)
2731,Carolyn Maloney,references,US Representative Carolyn Maloney (NY-12)
2732,Carolyn Maloney,references,US Representative Carolyn Maloney (NY-12)
2733,Carolyn Maloney,references,US Representative Carolyn Maloney (NY-12)
2734,Sean Patrick Maloney,references,US Representative Sean Patrick Maloney (NY-18)
2751,Thomas Massie,references,US Representative Thomas Massie (KY-04)
2752,Thomas Massie,references,US Representative Thomas Massie (KY-04)
2753,Thomas Massie,references,US Representative Thomas Massie (KY-04)
2754,Joe Biden,references,US President Joe Biden
2754,Thomas Massie,references,US Representative Thomas Massie (KY-04)
2755,Thomas Massie,references,US Representative Thomas Massie (KY-04)
2756,Thomas Massie,references,US Representative Thomas Massie (KY-04)
2757,Thomas Massie,references,US Representative Thomas Massie (KY-04)
2757,Sharyl Attkisson,references,Sharyl Attkisson
2758,Thomas Massie,references,US Representative Thomas Massie (KY-04)
2759,Thomas Massie,references,US Representative Thomas Massie (KY-04)
2760,Thomas Massie,references,US Representative Thomas Massie (KY-04)
2761,Thomas Massie,references,US Representative Thomas Massie (KY-04)
2762,Thomas Massie,references,US Representative Thomas Massie (KY-04)
2763,Thomas Massie,references,US Representative Thomas Massie (KY-04)
2764,Ron DeSantis,references,US Representative Ron DeSantis (FL-06)
2764,Thomas Massie,references,US Representative Thomas Massie (KY-04)
2765,Thomas Massie,references,US Representative Thomas Massie (KY-04)
2766,Thomas Massie,references,US Representative Thomas Massie (KY-04)
2767,Thomas Massie,references,US Representative Thomas Massie (KY-04)
2768,Thomas Massie,references,US Representative Thomas Massie (KY-04)
2769,Thomas Massie,references,US Representative Thomas Massie (KY-04)
2770,Thomas Massie,references,US Representative Thomas Massie (KY-04)
2771,Mitt Romney,references,Former Governor of Massachusetts Mitt Romney
2771,Thomas Massie,references,US Representative Thomas Massie (KY-04)
2771,Chris Stewart,references,US Representative Chris Stewart (UT-02)
2771,John R. Curtis,references,American politician
2771,Blake Moore,references,
2771,Burgess Owens,references,
2771,Mike Lee,references,US Senator Mike Lee (UT)
2772,Thomas Massie,references,US Representative Thomas Massie (KY-04)
2772,John Kerry,references,"Former US Secretary of State, John Kerry"
2773,Thomas Massie,references,US Representative Thomas Massie (KY-04)
2774,Thomas Massie,references,US Representative Thomas Massie (KY-04)
2775,Thomas Massie,references,US Representative Thomas Massie (KY-04)
2776,Joe Biden,references,US President Joe Biden
2776,Thomas Massie,references,US Representative Thomas Massie (KY-04)
2777,Thomas Massie,references,US Representative Thomas Massie (KY-04)
2778,Thomas Massie,references,US Representative Thomas Massie (KY-04)
2778,Sharyl Attkisson,references,Sharyl Attkisson
2779,Joe Biden,references,US President Joe Biden
2779,Thomas Massie,references,US Representative Thomas Massie (KY-04)
2780,Thomas Massie,references,US Representative Thomas Massie (KY-04)
2781,Thomas Massie,references,US Representative Thomas Massie (KY-04)
2782,Thomas Massie,references,US Representative Thomas Massie (KY-04)
2783,Thomas Massie,references,US Representative Thomas Massie (KY-04)
2784,Thomas Massie,references,US Representative Thomas Massie (KY-04)
2785,Thomas Massie,references,US Representative Thomas Massie (KY-04)
2786,Thomas Massie,references,US Representative Thomas Massie (KY-04)
2787,Thomas Massie,references,US Representative Thomas Massie (KY-04)
2788,Thomas Massie,references,US Representative Thomas Massie (KY-04)
2789,Joe Biden,references,US President Joe Biden
2789,Thomas Massie,references,US Representative Thomas Massie (KY-04)
2790,Thomas Massie,references,US Representative Thomas Massie (KY-04)
2790,Glenn Greenwald,references,"American journalist, lawyer and writer"
2791,Joe Biden,references,US President Joe Biden
2791,Thomas Massie,references,US Representative Thomas Massie (KY-04)
2792,Thomas Massie,references,US Representative Thomas Massie (KY-04)
2792,John Kerry,references,"Former US Secretary of State, John Kerry"
2793,Thomas Massie,references,US Representative Thomas Massie (KY-04)
2794,Thomas Massie,references,US Representative Thomas Massie (KY-04)
2794,Kathy Hochul,references,
2795,Thomas Massie,references,US Representative Thomas Massie (KY-04)
2795,John Kerry,references,"Former US Secretary of State, John Kerry"
2796,Thomas Massie,references,US Representative Thomas Massie (KY-04)
2796,John Kerry,references,"Former US Secretary of State, John Kerry"
2797,Thomas Massie,references,US Representative Thomas Massie (KY-04)
2798,Joe Biden,references,US President Joe Biden
2798,Thomas Massie,references,US Representative Thomas Massie (KY-04)
2799,Thomas Massie,references,US Representative Thomas Massie (KY-04)
2799,Sharyl Attkisson,references,Sharyl Attkisson
2800,Thomas Massie,references,US Representative Thomas Massie (KY-04)
2800,Sharyl Attkisson,references,Sharyl Attkisson
2801,Thomas Massie,references,US Representative Thomas Massie (KY-04)
2801,Sharyl Attkisson,references,Sharyl Attkisson
2802,Thomas Massie,references,US Representative Thomas Massie (KY-04)
2802,Sharyl Attkisson,references,Sharyl Attkisson
2803,Thomas Massie,references,US Representative Thomas Massie (KY-04)
2803,Sharyl Attkisson,references,Sharyl Attkisson
2804,Thomas Massie,references,US Representative Thomas Massie (KY-04)
2804,Elon Musk,references,Elon Musk
2805,Thomas Massie,references,US Representative Thomas Massie (KY-04)
2806,Thomas Massie,references,US Representative Thomas Massie (KY-04)
2806,Elon Musk,references,Elon Musk
2807,Thomas Massie,references,US Representative Thomas Massie (KY-04)
2807,Elon Musk,references,Elon Musk
2808,Thomas Massie,references,US Representative Thomas Massie (KY-04)
2808,Elon Musk,references,Elon Musk
2809,Thomas Massie,references,US Representative Thomas Massie (KY-04)
2810,Thomas Massie,references,US Representative Thomas Massie (KY-04)
2811,Thomas Massie,references,US Representative Thomas Massie (KY-04)
2812,Thomas Massie,references,US Representative Thomas Massie (KY-04)
2813,Joe Biden,references,US President Joe Biden
2813,Thomas Massie,references,US Representative Thomas Massie (KY-04)
2814,Thomas Massie,references,US Representative Thomas Massie (KY-04)
2815,Thomas Massie,references,US Representative Thomas Massie (KY-04)
2816,Thomas Massie,references,US Representative Thomas Massie (KY-04)
2817,Thomas Massie,references,US Representative Thomas Massie (KY-04)
2818,Thomas Massie,references,US Representative Thomas Massie (KY-04)
2819,Joe Biden,references,US President Joe Biden
2819,Nancy Pelosi,references,US House of Representatives Minority Leader Nancy Pelosi (CA-12)
2819,Thomas Massie,references,US Representative Thomas Massie (KY-04)
2819,Chuck Schumer,references,Senator Chuck Schumer (NY)
2820,Thomas Massie,references,US Representative Thomas Massie (KY-04)
2820,Elon Musk,references,Elon Musk
2821,Brian Mast,references,US Representative Brian Mast (FL-18)
2822,Joe Biden,references,US President Joe Biden
2822,Brian Mast,references,US Representative Brian Mast (FL-18)
2823,Brian Mast,references,US Representative Brian Mast (FL-18)
2824,Brian Mast,references,US Representative Brian Mast (FL-18)
2825,Brian Mast,references,US Representative Brian Mast (FL-18)
2826,Brian Mast,references,US Representative Brian Mast (FL-18)
2827,Brian Mast,references,US Representative Brian Mast (FL-18)
2828,Brian Mast,references,US Representative Brian Mast (FL-18)
2829,Brian Mast,references,US Representative Brian Mast (FL-18)
2830,Brian Mast,references,US Representative Brian Mast (FL-18)
2831,Brian Mast,references,US Representative Brian Mast (FL-18)
2832,Brian Mast,references,US Representative Brian Mast (FL-18)
2833,Brian Mast,references,US Representative Brian Mast (FL-18)
2834,Brian Mast,references,US Representative Brian Mast (FL-18)
2835,Joe Biden,references,US President Joe Biden
2835,Brian Mast,references,US Representative Brian Mast (FL-18)
2836,Brian Mast,references,US Representative Brian Mast (FL-18)
2837,Brian Mast,references,US Representative Brian Mast (FL-18)
2838,Brian Mast,references,US Representative Brian Mast (FL-18)
2839,Brian Mast,references,US Representative Brian Mast (FL-18)
2840,Brian Mast,references,US Representative Brian Mast (FL-18)
2841,Brian Mast,references,US Representative Brian Mast (FL-18)
2842,Brian Mast,references,US Representative Brian Mast (FL-18)
2843,Brian Mast,references,US Representative Brian Mast (FL-18)
2844,Brian Mast,references,US Representative Brian Mast (FL-18)
2845,Doris Matsui,references,US Representative Doris Matsui (CA-6)
2846,Doris Matsui,references,US Representative Doris Matsui (CA-6)
2847,Doris Matsui,references,US Representative Doris Matsui (CA-6)
2848,Doris Matsui,references,US Representative Doris Matsui (CA-6)
2851,Joe Biden,references,US President Joe Biden
2851,Kevin McCarthy,references,US Representative Kevin McCarthy (CA-23)
2852,Kevin McCarthy,references,US Representative Kevin McCarthy (CA-23)
2853,Kevin McCarthy,references,US Representative Kevin McCarthy (CA-23)
2854,Kevin McCarthy,references,US Representative Kevin McCarthy (CA-23)
2855,Kevin McCarthy,references,US Representative Kevin McCarthy (CA-23)
2856,Kevin McCarthy,references,US Representative Kevin McCarthy (CA-23)
2857,Nancy Pelosi,references,US House of Representatives Minority Leader Nancy Pelosi (CA-12)
2857,Kevin McCarthy,references,US Representative Kevin McCarthy (CA-23)
2858,Kevin McCarthy,references,US Representative Kevin McCarthy (CA-23)
2859,Kevin McCarthy,references,US Representative Kevin McCarthy (CA-23)
2859,Jim Jordan,references,US Representative Jim Jordan (OH-04)
2859,Steve Scalise,references,US Representative Steve Scalise (LA-1)
2860,Kevin McCarthy,references,US Representative Kevin McCarthy (CA-23)
2860,Jim Jordan,references,US Representative Jim Jordan (OH-04)
2860,Steve Scalise,references,US Representative Steve Scalise (LA-1)
2861,Kevin McCarthy,references,US Representative Kevin McCarthy (CA-23)
2862,Kevin McCarthy,references,US Representative Kevin McCarthy (CA-23)
2863,Kevin McCarthy,references,US Representative Kevin McCarthy (CA-23)
2863,Mike Carey,references,
2864,Kevin McCarthy,references,US Representative Kevin McCarthy (CA-23)
2865,Kevin McCarthy,references,US Representative Kevin McCarthy (CA-23)
2866,Joe Biden,references,US President Joe Biden
2866,Kevin McCarthy,references,US Representative Kevin McCarthy (CA-23)
2866,Pat Fallon,references,
2867,Kevin McCarthy,references,US Representative Kevin McCarthy (CA-23)
2868,Joe Biden,references,US President Joe Biden
2868,Kevin McCarthy,references,US Representative Kevin McCarthy (CA-23)
2869,Kevin McCarthy,references,US Representative Kevin McCarthy (CA-23)
2870,Joe Biden,references,US President Joe Biden
2870,Kevin McCarthy,references,US Representative Kevin McCarthy (CA-23)
2870,David Kustoff,references,US Representative David Kustoff (TN-08)
2871,Kevin McCarthy,references,US Representative Kevin McCarthy (CA-23)
2871,Stephanie Bice,references,
2872,Kevin McCarthy,references,US Representative Kevin McCarthy (CA-23)
2873,Kevin McCarthy,references,US Representative Kevin McCarthy (CA-23)
2874,Kevin McCarthy,references,US Representative Kevin McCarthy (CA-23)
2874,Jay Obernolte,references,
2875,Kevin McCarthy,references,US Representative Kevin McCarthy (CA-23)
2876,Kevin McCarthy,references,US Representative Kevin McCarthy (CA-23)
2877,Kevin McCarthy,references,US Representative Kevin McCarthy (CA-23)
2878,Kevin McCarthy,references,US Representative Kevin McCarthy (CA-23)
2879,Joe Biden,references,US President Joe Biden
2879,Kevin McCarthy,references,US Representative Kevin McCarthy (CA-23)
2880,Michael T. McCaul,references,US Representative Michael T. McCaul (TX-10)
2880,Sharyl Attkisson,references,Sharyl Attkisson
2881,Joe Biden,references,US President Joe Biden
2881,Michael T. McCaul,references,US Representative Michael T. McCaul (TX-10)
2882,Joe Biden,references,US President Joe Biden
2882,Michael T. McCaul,references,US Representative Michael T. McCaul (TX-10)
2883,Michael T. McCaul,references,US Representative Michael T. McCaul (TX-10)
2884,Michael T. McCaul,references,US Representative Michael T. McCaul (TX-10)
2885,Michael T. McCaul,references,US Representative Michael T. McCaul (TX-10)
2886,Michael T. McCaul,references,US Representative Michael T. McCaul (TX-10)
2887,Kevin McCarthy,references,US Representative Kevin McCarthy (CA-23)
2887,Michael T. McCaul,references,US Representative Michael T. McCaul (TX-10)
2888,Michael T. McCaul,references,US Representative Michael T. McCaul (TX-10)
2889,Joe Biden,references,US President Joe Biden
2889,Michael T. McCaul,references,US Representative Michael T. McCaul (TX-10)
2890,Michael T. McCaul,references,US Representative Michael T. McCaul (TX-10)
2891,Michael T. McCaul,references,US Representative Michael T. McCaul (TX-10)
2892,Kevin McCarthy,references,US Representative Kevin McCarthy (CA-23)
2892,Michael T. McCaul,references,US Representative Michael T. McCaul (TX-10)
2893,Michael T. McCaul,references,US Representative Michael T. McCaul (TX-10)
2894,Michael T. McCaul,references,US Representative Michael T. McCaul (TX-10)
2910,Joe Biden,references,US President Joe Biden
2913,Tom McClintock,references,US Representative Tom McClintock (CA-4)
2914,Tom McClintock,references,US Representative Tom McClintock (CA-4)
2915,Betty McCollum,references,US Representative Betty McCollum (MN-04)
2916,Betty McCollum,references,US Representative Betty McCollum (MN-04)
2917,Betty McCollum,references,US Representative Betty McCollum (MN-04)
2918,Betty McCollum,references,US Representative Betty McCollum (MN-04)
2919,Betty McCollum,references,US Representative Betty McCollum (MN-04)
2920,Betty McCollum,references,US Representative Betty McCollum (MN-04)
2921,Betty McCollum,references,US Representative Betty McCollum (MN-04)
2922,Betty McCollum,references,US Representative Betty McCollum (MN-04)
2923,Betty McCollum,references,US Representative Betty McCollum (MN-04)
2924,Betty McCollum,references,US Representative Betty McCollum (MN-04)
2925,Betty McCollum,references,US Representative Betty McCollum (MN-04)
2926,Betty McCollum,references,US Representative Betty McCollum (MN-04)
2927,Betty McCollum,references,US Representative Betty McCollum (MN-04)
2928,Betty McCollum,references,US Representative Betty McCollum (MN-04)
2929,Betty McCollum,references,US Representative Betty McCollum (MN-04)
2930,Betty McCollum,references,US Representative Betty McCollum (MN-04)
2931,Betty McCollum,references,US Representative Betty McCollum (MN-04)
2932,Betty McCollum,references,US Representative Betty McCollum (MN-04)
2933,Betty McCollum,references,US Representative Betty McCollum (MN-04)
2934,Joe Biden,references,US President Joe Biden
2934,Betty McCollum,references,US Representative Betty McCollum (MN-04)
2935,Donald McEachin,references,US Representative Donald McEachin (VA-04)
2936,Donald McEachin,references,US Representative Donald McEachin (VA-04)
2937,Donald McEachin,references,US Representative Donald McEachin (VA-04)
2938,Donald McEachin,references,US Representative Donald McEachin (VA-04)
2939,Donald McEachin,references,US Representative Donald McEachin (VA-04)
2940,Donald McEachin,references,US Representative Donald McEachin (VA-04)
2941,James McGovern,references,US Representative James McGovern (MA-02)
2942,James McGovern,references,US Representative James McGovern (MA-02)
2943,James McGovern,references,US Representative James McGovern (MA-02)
2944,James McGovern,references,US Representative James McGovern (MA-02)
2945,James McGovern,references,US Representative James McGovern (MA-02)
2946,James McGovern,references,US Representative James McGovern (MA-02)
2947,James McGovern,references,US Representative James McGovern (MA-02)
2948,Joe Biden,references,US President Joe Biden
2948,Brittney Griner,references,Brittney Griner
2948,James McGovern,references,US Representative James McGovern (MA-02)
2949,James McGovern,references,US Representative James McGovern (MA-02)
2950,James McGovern,references,US Representative James McGovern (MA-02)
2951,James McGovern,references,US Representative James McGovern (MA-02)
2952,James McGovern,references,US Representative James McGovern (MA-02)
2953,James McGovern,references,US Representative James McGovern (MA-02)
2954,James McGovern,references,US Representative James McGovern (MA-02)
2955,James McGovern,references,US Representative James McGovern (MA-02)
